visitorid,recency,frequency,monetary
566474,94,1,1
566565,19,1,1
566590,111,1,1
566725,4,1,1
566850,108,1,1
566902,80,1,1
566951,80,1,4
567071,18,1,1
567087,77,1,1
567183,46,1,1
567340,24,1,1
567388,72,2,3
567487,30,1,1
567526,69,1,1
567535,35,1,1
567651,34,1,1
567838,73,1,1
568120,64,1,1
568275,133,1,1
568290,27,1,1
568330,111,1,1
568481,24,1,1
568495,101,1,1
568736,22,1,1
568894,23,1,1
569031,101,1,1
569182,116,1,1
569356,83,1,1
569401,67,1,1
569471,46,1,1
569504,91,1,1
569539,1,42,67
569740,13,1,1
569788,68,1,1
570023,71,1,1
570175,57,1,1
570360,109,1,1
570529,31,1,3
570583,53,1,1
570586,60,1,1
570716,102,1,1
570944,39,1,1
571258,108,1,1
571268,110,1,1
571497,49,2,2
571645,88,1,2
571677,134,1,1
571830,17,1,1
572053,70,1,1
572287,93,1,1
572480,74,1,1
572700,6,1,1
572806,27,2,2
573020,29,1,1
573213,66,1,1
573249,16,1,1
573267,100,1,1
573285,52,1,1
573311,20,1,1
573397,79,1,1
573431,99,1,1
573466,129,2,4
573490,15,1,1
573587,136,1,1
573782,67,1,1
574213,82,1,2
574370,56,1,1
574650,44,1,2
574661,137,1,1
575045,110,1,1
575208,121,1,1
575295,46,1,1
575493,85,1,1
575634,31,2,2
575731,76,1,1
575741,92,1,1
575773,102,1,2
576184,94,1,1
576252,17,1,1
576405,106,1,1
576588,51,1,1
576696,99,1,1
576828,92,1,1
576880,127,1,1
577054,46,1,1
577103,67,1,1
577261,101,1,1
577262,93,1,8
577397,78,1,1
577764,115,1,1
577903,59,1,2
577947,131,1,1
578239,82,1,1
578528,42,1,3
579018,128,1,1
579049,91,1,1
579349,44,1,1
579655,121,1,1
579659,59,1,1
579742,72,1,1
579956,116,1,1
580000,24,1,3
580135,87,1,1
580236,17,1,1
580297,61,2,2
580472,73,1,1
580494,124,1,1
580540,8,1,2
580562,60,1,1
580583,1,1,1
580612,41,1,1
580781,38,1,1
580917,116,1,1
581004,18,1,1
581056,94,1,1
581091,28,2,2
581152,73,1,9
581183,73,1,1
581300,122,1,1
581456,119,1,2
581495,115,1,1
581617,94,1,1
581889,128,1,1
581980,115,1,1
582418,2,1,2
582423,79,1,1
582432,72,1,1
582453,74,1,1
582525,6,4,5
582632,127,1,1
582638,20,1,1
582788,98,1,1
582933,58,17,18
583003,99,1,2
583089,71,1,1
583425,64,1,1
583525,86,1,2
583827,104,1,1
583892,6,1,1
584015,5,1,1
584224,62,1,1
584257,15,1,1
584940,122,1,1
585036,99,1,1
585358,88,1,1
585363,52,1,1
585372,65,1,1
585580,73,1,1
585885,70,1,1
586012,58,1,1
586187,120,1,1
586427,26,1,4
586700,100,1,1
586748,60,2,2
586756,138,1,1
586891,16,1,1
587126,64,1,2
587651,123,1,1
587663,63,1,1
587734,51,1,1
587802,94,3,3
588087,53,1,1
588181,126,1,1
588445,38,1,1
588483,77,1,1
588490,29,1,2
588612,23,1,1
588703,15,1,1
588708,9,2,3
588753,68,1,1
588949,93,1,1
589227,51,1,1
589376,67,1,1
589789,108,1,1
590095,62,1,1
590225,93,1,1
590239,7,1,1
590241,64,1,1
590308,21,1,1
590602,99,1,1
590670,136,1,1
590931,89,1,1
591006,72,1,1
591430,59,1,1
591631,88,1,1
591869,55,9,10
591906,102,1,2
592164,128,1,1
592247,95,2,2
592317,26,1,1
592330,15,1,1
592348,108,1,1
592385,7,1,1
592555,78,1,1
592787,104,2,8
592916,73,1,1
592953,102,1,1
592998,113,1,1
593595,48,1,1
593775,127,1,1
593905,120,3,6
593964,130,1,2
594085,23,1,1
594242,74,1,1
594399,39,1,1
594511,40,1,1
594603,117,1,1
594746,85,1,1
594852,67,1,1
594935,117,1,1
595159,91,1,1
595321,108,1,1
595388,4,1,1
595454,8,1,1
595595,16,1,1
595640,20,4,5
595826,37,1,2
595844,59,1,1
595900,94,1,1
595913,75,1,1
595957,22,1,1
596140,77,1,1
596232,73,1,1
596234,107,1,1
596542,70,1,1
596591,95,1,1
596611,133,1,1
596627,3,1,1
596678,47,1,1
596737,94,1,1
596853,131,1,1
596876,55,1,1
597070,71,1,1
597161,133,1,1
597366,55,1,1
597416,35,2,2
597443,52,1,1
597521,2,1,1
597784,58,1,3
597906,87,1,1
597930,107,1,1
597988,93,1,1
598009,4,1,1
598077,18,1,1
598107,133,1,1
598282,22,1,1
598404,29,1,1
598451,56,1,1
598467,23,1,1
598472,136,1,1
598494,95,1,1
598497,79,1,1
598609,75,1,1
598812,123,1,1
598996,126,1,1
599222,79,1,1
599453,32,1,1
599528,24,1,1
599574,128,1,1
599599,74,1,1
599633,102,1,1
599832,112,1,2
599864,124,1,1
599877,32,1,1
599943,17,1,1
600025,37,1,1
600100,53,1,1
600337,42,1,1
600339,45,1,1
600485,11,1,1
600511,88,1,1
600589,135,1,3
600721,51,1,1
600815,130,2,4
601615,109,1,1
601768,74,1,9
602003,96,1,1
602027,19,1,1
602171,50,1,1
602354,54,1,1
602451,52,1,1
602510,58,1,1
602545,70,1,1
602688,84,1,1
602801,8,1,1
602822,3,1,1
602875,114,1,1
602886,42,1,2
603011,60,1,1
603228,53,1,1
603616,25,2,2
603635,8,1,1
603702,122,1,1
603936,31,1,1
603999,5,1,1
604058,93,1,1
604144,19,1,1
604376,70,1,1
604403,135,1,1
604740,90,1,2
604938,51,1,1
605013,123,2,2
605095,85,1,1
605245,32,1,1
605517,49,1,1
605832,88,1,1
606060,66,1,1
606091,22,1,1
606184,125,1,1
606226,25,1,2
606338,40,1,1
606605,64,1,1
606755,23,1,1
607090,120,1,1
607106,101,1,1
607285,6,1,1
607434,125,1,1
607518,37,1,1
607534,112,1,1
607916,47,1,1
608098,22,1,1
608218,9,1,1
608240,48,1,1
608513,35,1,1
608567,31,1,1
608628,109,2,2
608773,126,1,1
608808,9,1,2
608844,99,1,4
608855,30,1,1
609009,8,1,2
609294,44,1,1
609642,126,1,1
609895,24,1,2
609963,63,1,2
610105,87,1,1
610115,54,1,1
610182,85,1,1
610403,86,1,1
610418,131,1,1
610683,63,1,1
610819,33,1,1
610841,15,3,4
610859,80,1,1
611155,64,1,1
611362,119,1,1
611369,73,1,1
611484,35,1,1
611548,109,1,1
611754,138,1,1
611804,89,1,3
611993,17,1,2
612386,105,1,1
612711,51,1,1
612918,1,1,1
613066,22,1,2
613384,52,1,3
613507,8,1,1
613539,136,1,1
613579,22,1,1
613618,32,1,1
613701,86,1,1
613825,23,1,2
614077,14,1,2
614685,49,1,1
614785,72,1,1
614943,42,1,1
614999,138,1,1
615132,39,11,11
615250,81,1,1
615473,118,1,1
615486,55,2,2
615631,115,1,1
615910,57,1,1
615913,85,1,1
615931,92,1,1
616066,6,2,2
616081,52,1,2
616466,125,1,1
616521,37,1,1
616565,37,1,2
616794,58,1,1
616796,100,1,1
617101,2,2,3
617191,113,1,1
617584,22,1,1
617591,60,1,1
617700,10,1,3
617793,86,1,3
617872,3,1,1
617963,8,1,1
618031,5,1,1
618195,10,1,1
618259,54,1,1
618368,80,1,1
618705,128,2,3
618840,134,1,2
619012,136,1,2
619227,83,1,1
619488,7,1,2
619657,95,1,1
619835,46,1,5
619893,138,1,1
620240,4,1,2
620292,74,2,2
620297,13,1,2
620451,52,1,1
620989,83,1,1
620993,122,1,1
621030,24,1,1
621195,94,1,1
621254,4,1,1
621312,12,1,1
621384,18,1,1
621474,87,6,6
621588,105,1,1
621720,45,2,2
621942,80,1,1
622025,61,1,1
622097,19,1,2
622240,75,1,1
622280,53,1,1
622534,45,1,1
622704,9,1,1
622717,83,1,1
623233,21,1,1
623466,52,1,1
623540,98,1,1
623548,110,1,1
623685,23,1,1
623908,77,1,1
624006,43,1,1
624072,98,1,1
624095,8,1,1
624124,26,1,1
624259,51,1,1
624782,53,2,2
624786,53,1,2
624926,13,1,1
625091,43,1,1
625275,15,1,1
625383,137,1,1
625399,22,2,2
625653,45,1,3
625795,102,3,4
625872,123,1,1
626013,100,1,1
626212,127,1,1
626237,86,3,4
626261,44,1,1
626320,112,1,1
626440,11,1,1
626492,16,1,1
626807,129,2,2
626837,78,1,1
626881,84,1,1
626903,32,1,1
627121,116,1,1
627293,13,1,1
627323,58,1,1
627358,79,1,1
627760,34,1,1
627868,7,1,2
627932,53,2,2
628240,56,1,2
628257,23,1,1
628305,56,1,1
628309,53,1,1
628362,94,1,1
628536,99,1,1
628648,33,1,1
628764,28,1,1
628771,72,1,1
628803,125,1,1
628857,95,1,1
629346,46,1,3
629386,128,1,2
629422,110,1,1
629436,104,1,1
629576,46,1,1
629925,85,1,1
629938,9,1,1
630039,63,1,1
630073,113,1,1
630195,56,2,2
630224,29,1,1
630627,46,1,1
630705,130,1,1
630746,5,1,1
630803,99,1,1
630841,18,1,1
630993,121,1,1
631078,35,1,1
631140,53,1,1
631154,21,1,1
631228,8,1,1
631251,6,1,1
631296,127,1,1
631750,4,1,1
631757,48,1,1
631946,6,1,1
632138,40,1,1
632358,64,1,1
632504,135,1,1
632538,39,1,1
632574,95,1,1
632714,4,1,1
632773,5,1,1
632951,25,1,1
633063,106,2,2
633161,113,1,3
633177,125,1,1
633212,94,1,1
633626,4,1,1
633658,54,1,1
633718,38,1,1
633919,9,1,1
634017,34,1,1
634120,108,1,1
634183,36,1,1
634281,55,1,1
634300,23,1,1
634352,76,1,1
634506,128,1,1
634736,60,1,1
634766,74,1,2
634842,10,1,1
634973,51,1,1
635052,18,1,1
635351,58,1,2
635357,124,2,2
635436,8,1,1
635630,72,1,1
635650,102,1,1
635667,32,1,1
635760,56,1,1
635778,80,1,1
635862,57,1,2
635963,95,1,1
635987,94,1,2
636149,64,1,1
636313,128,1,2
636520,138,1,1
636529,128,1,1
636539,116,1,1
636569,137,1,1
636710,110,1,2
636918,78,1,1
637017,40,2,6
637193,51,1,1
637274,125,1,1
637285,117,1,2
637412,36,1,1
637672,136,1,1
638272,19,1,1
638328,19,1,1
638441,69,1,1
638506,88,1,1
638573,35,1,1
638627,16,1,1
638723,127,1,1
638736,2,1,1
639061,92,1,1
639216,115,1,1
639300,30,1,1
639377,49,1,1
639450,46,2,2
639529,8,1,1
639616,5,1,1
639724,7,1,1
639775,4,1,1
639780,102,1,1
639826,76,1,1
639828,12,1,1
639948,128,1,1
639964,91,1,1
640476,9,1,1
640754,33,1,1
640892,88,2,2
640902,136,1,1
641020,77,1,1
641068,58,1,1
641077,16,1,1
641366,112,1,1
641557,46,1,1
641689,36,1,1
641790,52,1,1
641815,90,1,1
641943,39,1,1
642091,7,2,2
642124,4,1,1
642130,9,2,4
642233,9,1,1
642492,65,1,1
642505,39,1,1
642546,38,1,2
642818,73,1,1
643004,76,1,1
643085,110,1,1
643195,17,1,1
643208,123,1,2
643307,24,1,1
643357,78,1,1
643525,130,1,1
643535,48,1,1
643691,12,1,1
643768,7,1,8
643771,78,1,1
643881,73,1,1
644031,98,1,1
644227,4,1,1
644346,110,1,1
644422,111,2,4
644522,114,1,1
644845,50,2,2
644887,17,1,1
645326,109,1,1
645352,114,1,2
645414,96,1,1
645507,79,1,1
645511,8,1,1
645525,10,85,107
645600,3,1,1
645935,123,2,2
645995,67,1,2
646011,118,1,2
646035,80,1,1
646154,33,1,1
646169,44,1,1
646172,66,1,1
646373,52,1,1
646402,42,1,1
646421,106,1,3
646468,70,1,1
646494,31,1,1
646913,10,1,1
647011,82,1,1
647026,137,1,2
647087,18,1,1
647183,84,1,1
647289,85,1,1
647294,50,1,1
647304,19,1,1
647330,133,1,1
647350,112,1,1
647428,113,1,1
647863,119,1,1
647891,27,1,1
647934,23,1,1
647987,43,1,1
648048,64,1,2
648175,51,1,1
648463,136,1,1
648464,50,1,1
648603,78,1,1
649003,29,1,3
649196,113,1,1
649387,137,1,2
649448,62,1,1
649460,106,1,1
649499,46,1,1
649511,21,1,1
649946,107,1,1
650028,71,1,1
650076,72,1,1
650108,100,3,5
650526,10,1,1
650547,135,1,1
650670,37,1,1
650738,32,1,1
650747,122,1,1
650815,50,1,1
650824,17,1,1
651173,42,1,1
651283,123,1,1
651334,112,1,1
651390,2,1,1
651553,36,1,1
651630,126,1,1
651655,50,1,3
651768,18,1,1
651990,87,1,1
652361,50,1,1
652423,80,1,1
652566,108,1,1
652700,32,1,1
652941,37,1,1
652968,94,1,1
653012,97,1,1
653076,40,1,1
653210,133,1,1
653759,94,1,1
653891,86,1,1
653971,50,1,1
654002,27,1,1
654148,107,1,1
654292,101,1,1
654340,7,1,1
654496,38,2,2
654573,120,1,1
654608,13,1,1
654715,71,1,1
654718,20,1,1
654838,122,1,1
654878,7,1,1
655092,120,3,3
655325,123,1,1
655336,53,1,1
655539,53,1,1
655713,2,1,2
655854,98,1,1
655937,62,1,1
655964,119,1,1
655995,70,1,1
656029,67,1,1
656253,55,1,1
656350,45,1,1
656602,79,1,1
656771,19,1,1
656837,29,1,1
656967,134,1,6
657096,9,1,2
657293,66,1,2
657378,73,2,2
657394,110,1,1
657414,59,2,2
657508,16,1,1
657556,63,1,1
657617,57,1,1
657631,124,1,1
657633,52,1,1
658138,56,1,1
658171,119,1,1
658278,86,1,2
658299,71,1,1
658473,87,1,1
658609,8,1,1
658611,74,1,4
658626,2,1,1
659024,8,1,1
659293,93,1,1
659301,103,1,1
660033,34,1,1
660393,53,7,7
660620,6,1,2
660673,123,1,1
660677,114,1,1
660789,46,1,1
660893,59,1,1
660952,17,1,1
661096,14,1,1
661164,86,2,2
661290,28,1,1
661382,8,1,1
661580,73,1,2
661619,98,1,1
661719,33,1,2
661809,57,1,1
661931,19,2,2
662024,124,1,1
662041,14,1,1
662257,68,1,1
662462,125,1,1
662475,9,1,2
662500,93,1,1
662735,8,1,1
662900,123,1,1
663166,44,1,1
663210,8,1,1
663372,120,1,1
663411,66,1,1
663616,23,1,1
663861,127,1,1
663983,26,1,1
664127,82,1,1
664130,101,1,1
664310,115,1,1
664424,121,1,1
664551,9,1,4
664682,9,1,2
664689,87,1,1
664721,45,1,6
664735,117,1,1
664763,61,1,6
664829,58,1,1
664846,98,1,1
665150,134,1,1
665308,84,2,3
665788,44,1,1
666046,105,1,1
666056,32,1,1
666162,89,1,1
666163,45,1,1
666168,124,1,1
666335,9,1,1
666443,66,1,1
666500,29,1,1
666517,64,1,1
666594,45,1,1
666897,16,1,1
666908,72,1,1
666960,109,1,1
667085,60,1,1
667148,45,1,1
667217,102,1,1
667420,101,1,1
667559,54,1,1
667565,136,1,1
667569,95,2,2
667707,81,1,1
667873,58,1,1
668226,22,1,2
668227,109,2,2
668251,121,1,1
668288,124,1,2
668489,129,1,1
668637,115,1,1
668775,71,1,1
668937,10,1,1
669299,3,1,1
669387,111,1,1
669744,27,1,1
669949,7,1,3
669974,10,1,1
669989,9,1,1
669994,118,1,1
670011,58,1,1
670220,40,2,2
670282,32,1,2
670307,9,1,1
670551,79,1,1
670832,122,1,1
671272,16,1,1
671304,78,1,1
671481,11,1,1
671597,27,1,1
671723,3,1,1
671765,59,1,1
671906,80,1,1
671926,81,1,1
671934,122,1,1
672066,2,1,1
672120,30,1,2
672217,45,1,1
672218,49,1,4
672339,83,1,1
672404,17,1,1
672630,134,1,1
672725,58,1,1
672767,107,1,1
672785,46,1,3
672855,60,1,2
672896,84,1,1
673007,84,1,1
673028,87,1,1
673138,60,2,4
673291,50,1,1
673331,11,1,1
673557,52,1,1
673572,95,7,7
673618,50,1,1
673776,138,1,1
673841,92,1,1
673913,52,1,1
673919,103,1,1
673950,37,1,1
674067,119,1,2
674207,79,1,1
674233,115,1,1
674240,30,1,1
674283,54,1,1
674356,30,1,1
674830,72,1,1
674837,48,1,1
675006,36,1,1
675039,72,1,1
675069,124,1,1
675209,59,1,1
675230,73,1,1
675313,47,1,1
675368,73,1,1
675619,66,1,1
675646,68,1,2
675725,121,1,1
675843,7,1,3
676349,29,1,1
676455,9,2,2
676464,87,1,1
676700,99,1,4
676713,89,1,1
676722,50,1,2
676735,98,1,1
676919,4,2,4
676990,11,1,4
676997,123,1,3
677046,24,1,1
677255,29,2,4
677274,64,1,1
677299,73,3,3
677318,73,2,2
677329,64,1,1
677571,18,1,1
677623,24,1,1
677721,109,1,1
677741,106,1,1
677771,64,1,1
678230,120,1,1
678935,45,1,1
678937,73,1,3
678948,63,1,1
679084,31,1,1
679201,113,1,3
679422,134,1,1
679473,71,1,1
679711,124,1,1
679892,87,1,1
680026,37,1,1
680221,25,1,1
680400,58,1,1
680488,24,1,1
680552,135,2,2
680669,78,1,1
680820,29,1,1
680858,59,1,2
680865,66,1,1
681101,77,1,1
681196,137,2,2
681231,8,1,1
681283,63,1,1
681486,49,1,1
681489,112,1,1
681609,51,1,1
681733,51,1,1
682031,87,2,7
682067,46,1,2
682448,116,1,1
682501,128,1,1
682534,34,1,1
682715,56,1,1
683069,19,1,1
683086,36,1,1
683140,76,1,1
683211,96,1,1
683255,10,1,1
683346,82,1,1
683548,87,1,1
683597,3,1,1
683598,108,1,1
683628,94,1,1
683706,24,1,1
683796,8,1,2
683901,8,1,5
683914,11,1,1
684000,79,1,1
684072,3,1,1
684128,73,1,1
684153,28,1,1
684190,28,1,1
684213,59,1,2
684514,74,162,189
684531,21,1,2
684679,116,1,1
684791,72,1,1
684873,81,1,2
684976,128,1,1
685025,70,1,1
685118,14,1,3
685143,102,1,1
685444,95,1,1
685502,12,1,1
685520,71,1,1
685630,122,1,1
685665,44,1,1
686012,33,19,22
686039,35,1,3
686211,49,1,1
686253,135,1,1
686262,43,1,1
686854,17,7,18
686896,116,1,1
686940,4,2,2
687602,58,1,4
687775,73,1,2
687940,86,1,1
688234,113,1,1
688237,102,1,1
688314,117,2,2
688563,73,1,1
688645,45,1,1
688825,44,1,1
688840,30,1,1
688912,64,1,2
689091,79,1,1
689115,80,1,3
689209,85,1,1
689266,43,1,1
689290,70,1,1
689522,22,1,1
689605,21,1,1
689611,94,1,1
689640,31,1,1
690114,44,1,1
690130,114,1,1
690336,50,1,1
690443,18,1,1
690787,7,1,1
690929,95,2,2
691013,37,2,2
691215,36,2,2
691268,80,1,1
691766,107,1,2
691958,132,1,1
692199,19,1,1
692368,31,3,3
692447,71,1,1
692653,37,1,2
692676,115,1,1
692959,3,1,1
693104,107,1,1
693398,36,1,1
693400,130,1,1
693528,66,1,6
693591,52,1,1
693648,92,1,2
693672,85,1,1
693688,78,1,1
693709,1,8,8
693975,44,1,1
694497,113,1,1
694977,100,1,1
695025,92,1,3
695074,6,1,1
695198,63,1,1
695604,95,1,1
695620,8,1,1
695657,134,1,1
695747,86,1,1
696046,69,1,1
696363,99,2,2
696393,137,1,1
696424,135,1,1
696774,137,1,1
697009,85,1,1
697361,32,1,1
697366,71,1,1
697408,93,1,2
697413,4,1,2
697426,99,1,1
697585,100,1,2
697629,135,1,1
697687,8,1,1
697734,26,1,1
697828,37,1,1
697830,58,1,1
698124,31,1,1
698162,19,1,1
698640,52,1,1
698812,79,1,4
698816,18,1,2
698846,64,1,1
698958,43,1,1
698973,84,1,1
699183,70,1,2
699341,114,1,1
699342,42,1,1
699505,52,1,1
699764,13,1,1
699789,127,1,1
700066,43,1,1
700110,82,1,1
700128,135,1,1
700240,25,1,1
700303,85,1,2
700327,38,1,1
700595,1,1,1
700623,76,1,1
700680,119,1,1
700839,36,1,1
700847,87,1,1
700881,12,1,1
700903,52,1,1
701119,89,1,1
701145,41,1,1
701326,36,1,1
701621,126,2,2
701722,95,2,2
701750,26,1,1
701781,134,1,1
702000,70,1,2
702055,34,1,1
702070,20,1,1
702147,77,1,1
702314,122,1,1
702504,65,1,1
702866,43,2,2
703023,96,1,1
703221,53,1,1
703222,72,2,2
703309,68,1,3
703462,131,1,1
703502,24,1,1
703540,14,1,2
703691,56,1,1
703762,80,2,2
704586,57,1,2
704666,123,1,1
704800,74,1,1
704927,105,1,1
705174,137,1,1
705177,108,1,1
705439,56,3,3
705492,103,2,2
705542,41,79,100
705611,39,1,1
705834,3,1,2
706050,45,1,1
706387,38,3,3
706640,110,2,2
707002,64,1,1
707112,78,1,1
707368,36,1,1
707728,128,1,1
707844,81,1,1
708329,49,1,1
708533,37,1,1
708596,77,1,1
708918,56,1,1
709126,107,1,1
709263,32,1,1
709484,53,1,2
709578,122,1,1
709797,31,1,1
709834,85,1,2
709888,66,1,1
709940,46,1,1
710143,52,1,1
710152,9,1,1
710159,15,1,1
710299,34,1,1
710338,134,10,10
710623,125,1,1
710895,16,1,1
711110,4,1,2
711118,38,1,1
711167,20,1,1
711222,1,1,1
711318,96,1,1
711410,8,1,3
711733,45,1,1
711810,64,1,1
711901,77,1,1
711913,29,1,1
712121,125,1,1
712241,50,1,1
712440,45,1,1
712443,103,1,1
712608,89,1,1
712632,25,1,1
712705,66,1,1
712773,94,1,1
712844,108,1,1
712880,21,1,1
713127,94,1,1
713186,129,1,1
713283,13,2,2
713408,53,1,1
713553,58,1,1
713670,125,2,2
713698,6,1,1
713728,31,1,1
713838,100,1,1
713967,82,1,1
714734,70,2,2
714740,133,1,1
715210,73,1,1
715260,122,1,1
715680,121,1,1
715804,93,1,2
715832,87,1,2
715841,15,1,1
716315,57,2,3
716609,21,1,1
716683,18,1,1
716938,137,1,1
716947,60,1,1
717072,8,1,1
717226,95,1,1
717294,95,1,1
717336,32,1,1
717370,119,1,1
717396,50,1,1
717701,94,1,1
717705,124,1,1
717708,113,1,1
717862,53,1,2
717866,126,1,1
718044,100,1,1
718052,67,1,1
718266,64,1,2
718279,9,1,1
718314,109,1,1
718461,86,1,1
718708,20,2,5
718723,12,2,2
718748,111,1,1
718851,116,1,1
718852,129,1,1
719055,60,1,1
719153,53,1,3
719301,116,1,1
719538,92,1,1
719605,72,1,1
719670,138,1,1
719915,110,1,1
719946,14,1,1
719967,64,1,1
720020,53,1,1
720275,138,1,1
720561,45,1,1
720666,60,1,1
720903,9,1,1
721106,96,1,1
721142,29,1,1
721641,87,1,1
721660,53,1,1
721749,87,1,1
721753,133,1,1
721849,3,1,1
721899,7,1,1
722267,93,1,1
722307,128,1,1
722312,64,1,1
722375,130,1,1
722406,45,1,1
722470,115,1,1
722512,130,1,1
722641,130,1,1
722657,49,1,2
722862,80,1,1
722875,22,1,1
722953,18,1,1
722990,7,3,5
723092,94,4,11
723312,30,1,1
723403,67,1,1
723619,125,1,3
723670,67,2,2
723877,84,2,2
724060,95,1,1
724334,22,1,1
724403,7,1,1
724423,91,1,1
724521,57,1,1
724587,124,1,1
724618,7,3,3
724900,73,1,1
724914,35,1,1
725007,4,1,1
725439,22,1,1
725562,3,1,1
725579,38,2,2
725780,10,1,1
726006,34,1,1
726092,18,1,2
726129,57,1,1
726288,32,1,1
726478,15,1,2
726734,37,1,1
727209,12,1,1
727357,8,1,2
727370,122,1,1
727466,98,1,2
727576,14,2,4
727717,116,1,3
727739,81,1,1
727821,118,1,1
727930,8,1,1
728093,70,1,1
728219,66,1,1
728253,1,1,1
728266,34,1,1
728281,59,1,1
728314,29,1,1
728347,10,1,1
728421,120,1,1
728593,3,1,1
728673,73,1,1
728701,20,1,1
728718,5,1,5
728779,135,1,1
728944,86,1,1
729148,114,1,2
729150,2,2,13
729152,105,1,1
729155,106,1,1
729498,94,1,2
729517,84,2,2
729572,102,1,1
729641,9,1,1
729708,88,1,1
729726,67,2,2
729806,5,1,1
729960,45,1,4
730188,44,2,2
730192,59,4,4
730510,70,1,1
730678,70,1,1
731015,8,1,1
731052,29,1,1
731313,34,1,4
731376,43,1,1
731435,125,1,1
731580,119,1,1
731625,9,1,1
731857,104,2,2
731881,23,1,1
731943,136,1,1
731998,122,2,2
732066,136,1,1
732102,57,1,2
732108,25,1,2
732139,133,1,1
732232,91,1,1
732352,99,1,3
732504,87,1,1
732625,29,1,1
732725,66,1,1
732767,101,1,2
732803,12,1,1
733458,24,1,1
733771,58,1,1
734226,44,1,1
734350,62,1,1
734374,70,1,1
734432,7,1,1
734633,21,1,2
734719,98,1,1
734846,22,1,1
734989,20,2,2
735088,132,1,1
735090,3,1,1
735322,44,1,1
735385,19,1,1
735474,120,1,1
735490,64,1,1
735763,88,1,1
736455,29,1,1
736846,134,1,1
737053,5,8,10
737166,38,1,1
737329,1,1,1
737341,22,1,1
737454,60,1,1
738182,93,1,3
738195,133,1,1
738198,88,1,1
738365,23,1,1
738410,11,1,2
738499,65,1,1
738601,16,1,1
738700,28,1,1
738746,28,1,3
738773,7,1,1
738908,8,2,2
739473,61,1,2
739495,83,1,1
739647,54,1,1
739773,10,1,1
740116,37,1,1
740132,131,1,2
740308,15,1,1
740324,104,1,1
740575,12,1,3
740720,119,1,2
740743,6,1,1
740777,54,1,1
740861,37,1,1
741012,67,1,1
741119,113,1,1
741123,54,1,1
741178,137,1,1
741296,106,1,1
741488,47,1,1
741539,31,1,2
741611,128,1,1
741744,12,1,2
741899,123,1,1
741945,100,1,1
741951,87,1,1
742070,74,1,1
742163,57,1,1
742185,99,1,1
742661,94,1,1
742698,54,1,2
742824,115,1,1
742889,2,1,1
742963,27,1,2
743101,39,1,1
743198,9,1,1
743285,34,1,1
743308,39,1,1
743319,89,2,2
743466,98,1,1
743497,18,1,1
743537,122,1,1
743674,68,1,1
743832,75,1,1
743835,106,1,1
744118,44,1,2
744123,40,1,1
744188,123,1,1
744243,84,1,2
744315,68,1,1
744454,47,1,1
744474,57,1,1
744547,123,1,1
744651,123,1,1
744717,71,1,1
744769,6,1,1
745007,44,1,1
745037,71,1,1
745358,116,1,2
745504,7,1,1
745620,64,1,1
745633,67,2,2
745702,94,1,1
745802,83,1,1
745877,42,1,1
746204,126,1,1
746296,125,1,1
746343,26,1,1
746554,111,4,5
746666,63,1,1
746698,20,1,1
746706,7,1,1
746841,47,1,1
746939,100,1,3
747091,107,1,2
747097,63,1,1
747123,31,1,1
747165,37,1,1
747251,60,1,1
747310,107,1,1
747537,99,1,1
747630,4,1,2
747695,25,1,1
747952,4,1,1
748001,81,1,1
748035,58,1,1
748040,97,20,26
748102,57,1,1
748120,108,1,1
748342,59,1,3
748427,118,1,1
748562,1,10,11
748586,97,1,1
748697,1,2,3
748726,59,1,1
748917,66,1,1
748969,63,1,1
748994,118,1,1
749196,30,1,1
749201,72,2,4
749244,119,1,1
749407,47,1,1
749501,11,1,1
749945,59,1,1
750008,129,1,1
750151,51,1,1
750601,112,34,39
750603,48,1,1
750724,135,1,1
750808,43,1,1
750986,46,1,2
751033,86,1,2
751054,88,1,1
751149,23,1,1
751200,134,1,1
751256,1,1,1
751291,11,1,2
751321,99,1,1
751418,36,1,1
751754,9,1,1
751832,46,1,1
752309,84,1,1
752555,31,1,1
753155,51,1,1
753277,134,1,1
753425,121,1,1
753438,43,1,1
753494,34,1,1
753768,29,1,1
753827,31,2,2
753987,70,1,2
754039,18,1,6
754046,84,1,1
754049,4,1,1
754077,32,1,2
754142,106,1,1
754188,130,1,1
754218,118,1,10
754341,69,1,1
754358,131,2,3
754472,8,1,1
754523,72,1,1
754579,92,1,1
754661,93,1,2
754666,24,1,1
754781,9,1,1
754989,85,1,1
755110,11,2,2
755125,20,1,1
755363,3,1,1
755413,69,1,1
755534,133,1,1
755605,2,1,1
755636,38,1,1
755797,67,1,1
755815,1,1,3
755979,63,1,1
756442,82,2,2
756459,136,1,1
756473,20,1,1
756562,61,1,2
756574,10,1,1
756583,86,1,1
756632,114,1,2
756716,80,2,2
756735,55,1,1
756779,71,1,1
756858,30,1,2
756996,60,1,1
757132,25,1,1
757199,101,1,1
757344,55,1,1
757355,56,82,101
757591,54,2,2
757892,16,1,1
757934,21,1,1
757989,57,2,2
758150,7,1,1
758223,94,1,1
758315,57,1,1
758346,122,1,2
758359,10,1,2
758719,56,1,1
758725,81,1,1
758797,20,1,1
758827,69,1,2
759183,62,1,1
759288,107,1,3
759353,129,1,2
759356,61,1,1
